date,open,high,low,close,volume
2025-03-19,584.28003,592.32001,574.77002,584.06000,20537500
2025-03-20,582.76001,610.20001,579.51001,586.00000,24336500
2025-03-21,583.41998,597.53998,580.95001,596.25000,25015900
2025-03-24,614.96997,622.53998,612.20001,618.84998,15741300
2025-03-25,626.76001,633.88000,621.17999,626.31000,15312500
2025-03-26,624.89001,626.75000,606.60999,610.97998,12609800
2025-03-27,602.00000,614.25000,600.09998,602.58002,10436500
2025-03-28,600.31000,601.75000,573.91998,576.73999,17602800
2025-03-31,563.50000,578.70001,553.29999,576.35999,21124700
2025-04-01,570.84003,589.90997,570.00000,586.00000,12836600
2025-04-02,574.90997,592.65997,573.35999,583.92999,13470800
2025-04-03,546.21997,552.56000,530.29999,531.62000,34777500
2025-04-04,506.62000,518.00000,494.20001,504.73001,38589800
2025-04-07,485.10001,539.37000,481.89999,516.25000,36606100
2025-04-08,543.25000,547.42999,502.85999,510.45001,28034200
2025-04-09,509.26999,587.89001,502.10999,585.77002,39216600
2025-04-10,575.48999,581.29999,535.29999,546.28998,28173500
2025-04-11,535.51001,547.40002,528.59003,543.57001,17642300
2025-04-14,556.16998,557.77002,528.28003,531.47998,14130900
2025-04-15,532.10999,537.94000,517.50000,521.52002,15558700
2025-04-16,508.51001,513.37000,495.63000,502.31000,18735100
2025-04-17,505.25000,507.29999,498.01001,501.48001,14593500
2025-04-21,491.32999,493.50000,479.79999,484.66000,16166000
2025-04-22,491.87000,506.88000,486.35999,500.28000,17399400
2025-04-23,528.53003,535.34003,516.52002,520.27002,18173900
2025-04-24,518.72998,533.90002,517.50000,533.15002,13910000
2025-04-25,546.79999,549.85999,536.25000,547.27002,17098900
2025-04-28,555.64001,558.48999,540.59003,549.73999,15179000
2025-04-29,546.00000,556.57001,544.12000,554.44000,11835000
2025-04-30,538.40002,549.09998,529.50000,549.00000,29244000
2025-05-01,592.08002,592.95001,570.50000,572.21002,31159000
2025-05-02,583.46002,604.34003,578.33002,597.02002,24739300
2025-05-05,591.21997,603.21002,588.04999,599.27002,13887700
2025-05-06,592.53003,596.03003,586.58002,587.31000,10600700
2025-05-07,590.35999,603.08002,586.66998,596.81000,13139100
2025-05-08,606.28998,611.29999,596.62000,598.01001,14622800
2025-05-09,603.71997,606.96997,591.71002,592.48999,10427300
2025-05-12,630.91998,640.39001,621.03003,639.42999,21965100
2025-05-13,645.53998,660.91998,642.83002,656.03003,18570800
2025-05-14,661.21002,662.66998,654.31000,659.35999,12348200
2025-05-15,654.28003,657.31000,638.58002,643.88000,14341800
2025-05-16,637.96002,640.44000,626.15002,640.34003,18519000
2025-05-19,628.25000,643.00000,627.79999,640.42999,9592400
2025-05-20,636.01001,639.34998,632.26001,637.09998,6743500
2025-05-21,631.78998,646.60999,630.16998,635.50000,11464600
2025-05-22,634.04999,643.25000,630.71002,636.57001,8228400
2025-05-23,624.00000,632.45001,622.65002,627.06000,8454100
2025-05-27,635.40997,643.08002,632.75000,642.32001,9508400
2025-05-28,642.59998,650.88000,642.54999,643.58002,9042900
2025-05-29,651.65002,653.32001,639.50000,645.04999,8858800
2025-05-30,642.50000,649.40997,632.78003,647.48999,16241000
2025-06-02,644.39001,673.26001,644.26001,670.90002,15766300
2025-06-03,671.45001,675.58002,665.03003,666.84998,11585000
2025-06-04,669.32001,689.00000,668.57001,687.95001,14031900
2025-06-05,691.65997,694.38000,682.25000,684.62000,13083100
2025-06-06,696.16998,702.81000,691.87000,697.71002,11728000
2025-06-09,698.46002,705.19000,693.94000,694.06000,12773200
2025-06-10,701.34998,703.22998,691.56000,702.40002,10850100
2025-06-11,703.71002,708.87000,691.98999,694.14001,9582500
2025-06-12,693.29999,695.38000,687.00000,693.35999,7322700
2025-06-13,687.95001,694.57001,681.01001,682.87000,9274400
2025-06-16,699.33002,707.15002,693.51001,702.12000,13720300
2025-06-17,702.00000,705.96997,696.06000,697.22998,10066100
2025-06-18,698.17999,701.59003,694.90002,695.77002,10068300
2025-06-20,700.75000,701.82001,678.66998,682.34998,22538600
2025-06-23,683.69000,699.04999,678.75000,698.53003,11080100
2025-06-24,704.89001,713.19000,702.10999,712.20001,13823200
2025-06-25,713.32001,716.58002,705.38000,708.67999,9320400
2025-06-26,714.35999,728.21997,711.04999,726.09003,13964800
2025-06-27,726.52002,735.42999,725.85999,733.63000,18775700
2025-06-30,744.54999,747.90002,734.25000,738.09003,15402100
2025-07-01,736.88000,737.75000,715.37000,719.21997,13431200
2025-07-02,715.33002,720.29999,712.79999,713.57001,9336700
2025-07-03,726.60999,729.03003,714.41998,719.01001,8601700
2025-07-07,717.59998,727.00000,713.51001,718.34998,9457100
2025-07-08,721.57001,722.90997,714.81000,720.66998,7770700
2025-07-09,722.71997,737.53003,722.71997,732.78003,11418000
2025-07-10,731.54999,735.79999,719.59998,727.23999,9913600
2025-07-11,722.50000,725.15997,709.70001,717.51001,10873900
2025-07-14,717.59998,728.00000,716.54999,720.91998,8939400
2025-07-15,723.90002,724.46997,709.82001,710.39001,11529500
2025-07-16,713.37000,713.96997,699.27002,702.90997,13067600
2025-07-17,704.39001,705.90002,697.10999,701.40997,11803300
2025-07-18,702.19000,704.71002,691.65002,704.28003,12779800
2025-07-21,706.79999,717.00000,705.76001,712.96997,9404400
2025-07-22,716.19000,716.59998,701.40997,704.81000,8921100
2025-07-23,706.37000,714.63000,704.92999,713.58002,8771600
2025-07-24,717.04999,723.62000,714.00000,714.79999,10920800
2025-07-25,716.91998,720.65002,711.90002,712.67999,8271700
2025-07-28,715.20001,724.73999,712.67999,717.63000,8715700
2025-07-29,720.00000,724.46997,699.90997,700.00000,13267000
2025-07-30,708.09003,708.50000,691.20001,695.21002,27077300
2025-07-31,775.20001,784.75000,765.51001,773.44000,38831100
2025-08-01,760.72998,766.00000,745.31000,750.01001,19028700
2025-08-04,760.00000,776.84998,758.40997,776.37000,15801700
2025-08-05,776.45001,783.13000,763.00000,763.46002,11640300
2025-08-06,770.00000,773.64001,760.46002,771.98999,9733900
2025-08-07,773.48999,775.00000,759.54999,761.83002,9019700
2025-08-08,762.75000,769.90002,758.58002,769.29999,7320800
2025-08-11,770.08002,773.46002,764.66998,765.87000,7612000
2025-08-12,773.00000,793.66998,772.42999,790.00000,14563100
2025-08-13,791.15002,795.46002,778.22998,780.08002,8811800
2025-08-14,777.88000,787.81000,772.51001,782.13000,8116200
2025-08-15,784.15002,796.25000,780.82001,785.22998,13375400
2025-08-18,775.09003,775.81000,756.56000,767.37000,16513700
2025-08-19,767.12000,767.16998,749.35999,751.47998,12286700
2025-08-20,747.57001,750.20001,731.00000,747.71997,11898200
2025-08-21,744.71002,745.50000,733.10999,739.09998,8876300
2025-08-22,739.22998,756.90002,734.39001,754.78998,10612700
2025-08-25,754.82001,758.88000,750.13000,753.29999,6861200
2025-08-26,750.79999,754.87000,747.94000,754.09998,7601800
2025-08-27,752.29999,754.15002,742.84003,747.38000,8315400
2025-08-28,744.00000,753.04999,740.79999,751.10999,7468000
2025-08-29,745.28003,747.14001,735.34998,738.70001,9070500
2025-09-02,726.03998,736.00000,721.72998,735.10999,9350900
2025-09-03,736.00000,740.25000,733.98999,737.04999,7699300
2025-09-04,748.57001,761.15997,745.82001,748.65002,11439100
2025-09-05,752.62000,757.95001,745.03003,752.45001,9663400
2025-09-08,756.00000,766.51001,752.02002,752.29999,13087800
2025-09-09,757.48999,766.29999,753.42999,765.70001,10999000
2025-09-10,765.13000,765.70001,751.00000,751.97998,12478300
2025-09-11,754.65002,757.09998,748.37000,750.90002,7923300
2025-09-12,748.72998,757.57001,743.76001,755.59003,8248600
2025-09-15,757.46997,774.07001,751.98999,764.70001,10533800
2025-09-16,767.00000,781.35999,765.09998,779.00000,11782500
2025-09-17,779.98999,783.28998,766.31000,775.71997,9400900
2025-09-18,780.75000,788.78003,773.35999,780.25000,10955000
